identity,vote_identity,name,rank,activated_stake,stake_weight,stake_ratio,commission,is_jito,jito_commission_bps,version,delinquent,skip_rate,wiz_skip_rate,vote_success,uptime,wiz_score,above_halt_line,first_epoch_with_stake,first_epoch_distance,ip_city,ip_country,ip_asn,ip_org,asn_concentration,tpu_ip,tpu_ip_concentration,city_concentration,epoch,apy_estimate,staking_apy,jito_apy,total_apy,description,website
cybi55ebub37HZW9YmRaLh59Lh3kqaLTsEBQwW6vFkC,VaCdXKupamusfRsDf9Ai7e8Up36Z4f3MP6SqhnM7c76,CyberAlex 👑 MEV,50,117845.458237002,0.03,0.0073,0,True,0.0,3.1.13,False,0.0,0.0,99.5,100.0,97.31,False,216.0,740,Madrid,Spain,AS20473,"Vultr Holdings, LLC",3.02,64.130.57.242,6.01,0.07,956,6.02,5.91,0.11,6.02,A professional validator welcomes you!,https://cybersol.club/
7HMHSdQkjDwz9Q5zAhEy83uzW3XHJchjdpMYapKXcKt5,GZgVV7MMweKm11hh8z8Nui9kRo3VxUVr2qgmkDdtJesa,GERSIA,51,115921.000632787,0.03,0.0071,0,True,0.0,3.1.13,False,0.0,0.0,99.68,100.0,97.19,False,237.0,719,Kent,United States,AS20473,"Vultr Holdings, LLC",3.02,64.130.58.98,0.1,0.02,956,6.02,5.98,0.11,6.09,Delegate your assets to the GERSIA validator and get the highest performance and reliable staking...,https://gersia.io
FwnWx7x99rGwLmipzz8ii15NqcHkKRo2oS1Y7j6LivgZ,9f7dqiYNBZbgPesAnLeWnKCtxYHSfMg5x1EMZCJwVwG7,Prompt Logic,52,300974.956440032,0.07,0.0185,0,True,0.0,3.1.13,False,0.0,0.0,99.53,100.0,97.17,False,693.0,263,Tokyo,Japan,AS206264,AMARUTU JP1,1.31,202.8.9.194,3.51,1.19,956,6.02,6.05,0.11,6.16,Reliable Solana validator with 0% commission and secure geo-redundant backups for maximum uptime and resilience.,https://promptlogic.systems
9dH6wfdJVgnDcbCUjT8rkmejAzTnGQaFarmLfvBYXANK,GakAanHMN4dYY8rMKL1e6uUKjNJj2nN2sENFaxzdMEBm,4CRYPTO,53,188544.076425423,0.04,0.0116,0,True,0.0,3.1.13,False,0.0,0.0,99.35,99.98,97.1,False,650.0,306,Shinagawa City,Japan,AS20473,TYO VULTR CUST,3.0,202.8.9.194,3.54,0.52,956,6.02,6.02,0.11,6.13,High-Performance Solana Validator. Secure & MEV-optimized staking. 99.9% uptime & maximum rewards for delegators.,https://4crypto.pro
popscoyTKVksa4TyTXw488b3vvFxM7qQEyTBeMQopKu,HLM6hyDWrEca9QMS92nDBa2AreU1qDkppttPVuJ7E2CU,P-OPS Team,54,202395.678280205,0.05,0.0125,0,True,0.0,3.1.13,False,0.0,0.0,99.48,99.98,96.93,False,223.0,733,Chicago,United States,AS204770,Private Customer,0.95,64.130.54.138,1.13,1.42,956,6.02,6.02,0.11,6.13,"P-OPS TEAM is a decentralized organization providing you with validation and staking services, blockchain consultation, growth acceleration and investment capital for innovative Web 3.0 projects.",https://pops.one
ETcW7iuVraMKLMJayNCCsr9bLvKrJPDczy1CMVMPmXTc,C616NHpqpaiYpqVAv619QL73vEqKJs1mjsJLtAuCzMX6,stakeware.xyz | ferric,55,276887.272564287,0.07,0.017,0,True,1000.0,3.1.13,False,0.0,0.0,99.35,100.0,96.89,False,613.0,343,Singapore,Singapore,AS29802,"Hivelocity, Inc.",0.93,198.13.130.10,2.4,3.17,956,6.02,6.05,0.1,6.15,StakeWare: Empowering the open source solana developer community,https://stakeware.xyz
Diman2GphWLwECE3swjrAEAJniezpYLxK1edUydiDZau,voteRnv6PBzmiGP8NicWtQiqEJTwKKq2SxtqtdLUJjd,diman,56,412900.350607578,0.1,0.0254,0,False,0.0,3.1.13,False,0.0,0.0,99.33,100.0,96.85,False,151.0,805,Piscataway Township,United States,AS23470,Realmshosting.com,0.1,104.243.41.124,0.0,0.32,956,6.02,6.05,,6.05,Contributor. Independent validator. Validating Solana since 2020,https://diman.io/
GqDCbnafLmKkdqiqf278jDLXqjjZMB2sViZQtR82jPUf,4KfAqBj3Jvi9GGngFK1MbZkjHTcSFyvhFnVwc2QrNiEh,SolLana,57,113760.131883166,0.03,0.007,0,True,0.0,3.1.13,False,0.0,0.0,99.5,100.0,96.82,False,351.0,605,Dallas,United States,AS20473,"Vultr Holdings, LLC",3.02,141.98.218.181,0.2,0.25,956,6.02,5.97,0.11,6.08,SolLana with a human face. Validator for everyone.,https://svitlab.space
SyndicAgdEphcy5xhAKZAomTYhcF8xhC7za2UD9xeug,SyNdica7qx3njeVKNgXvV7KC1NjPYNS4fyb3NxgevLH,Syndica,58,174469.241333242,0.04,0.0107,0,True,0.0,3.1.10,False,0.0,0.0,99.5,99.98,96.75,False,766.0,190,Erith,United Kingdom,AS16276,OVH LTD,6.45,198.244.253.130,0.0,0.07,956,6.02,6.02,0.11,6.13,Enterprise-grade Solana RPC & APIs. Syndica is building Sig: a read-optimized Solana validator client written in Zig.,https://syndica.io
Av8EnYrPBnSJHK5e2wmTdnCpSy7nzmBgyFaUKSyLnBfe,3QPGLackJy5LKctYYoPGmA4P8ncyE197jdxr1zP2ho8K,AndrewInUA,59,203636.37924487502,0.05,0.0125,0,True,0.0,3.1.13,False,0.0,0.0,99.35,100.0,96.63,False,491.0,465,Toronto,Canada,AS20473,"The Constant Company, LLC",2.99,64.130.54.138,1.13,4.0,956,6.02,6.05,0.11,6.16,"Running a Solana validator — with heart and purpose. I believe in decentralization, community, and building bridges — between people, languages, and ecosystems.",https://andrewinua.com
jagBNeXYncnn1hzwSq1JJ16XhWTgQ7DCFVqndSJZ6vT,jag77EXci8uf5uGmKE5izaYvxBCS5H9U2rxWYh8BUUf,Jaguar,60,169633.884554566,0.04,0.0104,0,True,0.0,3.1.13,False,0.0,0.0,99.67,100.0,96.6,False,710.0,246,São Paulo,Brazil,AS396356,Latitude.sh,7.5,103.14.27.37,0.0,0.75,956,6.02,5.94,0.11,6.05,"Jaguar operates the validator behind JagPool, a stake pool focused on advancing decentralization and fostering community-driven growth within the Solana ecosystem.",https://jagpool.xyz
AiBEt9kE8yZ4CnaLfTCGMp7Fg2wCtqhPTfvJ8D3zrLfu,H9p8zGs56CnL4b7RrbwQ6htc6V4K8PUtKvqH2m7hYAtL,nodtech,61,101676.22729679101,0.02,0.0063,0,True,0.0,3.1.13,False,0.0,0.0,99.5,100.0,96.42,False,191.0,765,Riga,Latvia,AS8285,Vernet Backbone,0.01,213.21.201.79,0.0,0.03,956,6.02,5.98,0.11,6.09,Team of professional operators,https://nodtech.eu/
ECZx4Dfyn2o55KTYbM9r3Dt4VZRcrdfdrst7sUbWgrdU,3VZHxnkK1A3HYeWYaqgMebHnc2acgLzRiXYwTNm3ooYM,Orca,62,154031.73658879602,0.04,0.0095,0,True,0.0,0.820.30113,False,0.0,0.0,99.32,100.0,96.41,False,811.0,145,London,United Kingdom,AS32209,"Momentum Telecom, Inc.",0.0,137.239.202.126,0.0,8.46,956,6.02,6.04,0.11,6.15,Solana’s premier liquidity layer.,https://orca.so
bkpk9KVsDRfrArzzmkJ9mPEvbXfQxczzQYR3QMGiR8Z,bkpkQKgJMQXqwZL5dRX9LMwnsz9zkZZqCtqWfnBcwDx,Backpack,63,469604.19519909605,0.11,0.0289,0,True,0.0,3.1.13,False,0.0,0.0,99.36,100.0,96.39,False,741.0,215,Salt Lake City,United States,AS26042,Cogent Communications,0.01,198.13.132.26,0.44,0.22,956,6.02,6.03,0.11,6.14,0% Commission & 0% MEV Commission,https://backpack.exchange
8n4pc4sCJtBeLfJdGyJn6EcZuhtfTiepRa9ExdJFdmEN,FnAPJkzf19s87sm24Qhv6bHZMZvZ43gjNUBRgjwXpD4v,Pier Two Infrastructure,64,173811.162052047,0.04,0.0107,0,True,1000.0,3.1.13,False,0.0,0.0,99.35,100.0,96.3,False,278.0,678,Singapore,Singapore,AS16276,"Yoga, Subama",6.45,198.13.130.10,2.43,3.19,956,6.01,5.97,0.1,6.07,"Established in 2018, Pier Two is an Australian-based, APAC-focused institutional staking provider. Operating highly performant hybrid cloud and bare metal infrastructure, with zonal redundancy.",https://piertwo.com
CtvdyHYt8cMuGVHFarV2RADfoCdnrbd8e9jAsB225uMW,FLCrbfbwEhFARa8nK9rnZw8BVtKNAuHujh9EhWy5A4U4,SolanaBull 🚀,65,109154.792731288,0.03,0.0067,0,True,0.0,3.1.13,False,0.0,0.0,99.51,100.0,96.19,False,520.0,436,Tokyo,Japan,AS206264,AMARUTU JP1,1.36,202.8.9.194,3.56,1.24,956,6.02,5.99,0.11,6.1,"Trusted validator in Solana. With a commitment to excellence, we ensure the seamless and secure functioning of the Solana network.",https://solanabull.pro
7Nu9ckgtjobZ3MkbadGFKEvRymYuah9HmcxiUJKMM9NB,DPhzpiNGU9C6576uLsNSHmdi2AxwxpjMsRdh2iVC4TPh,SoLyrae,66,164387.22998374302,0.04,0.0101,0,True,0.0,3.1.13,False,0.0,0.0,99.53,100.0,96.16,False,596.0,360,Shinagawa,Japan,AS395201,Allnodes Inc.,6.63,202.8.9.194,3.54,2.75,956,6.02,6.01,0.11,6.12,"I’ve got the energy, you’ve got the stake, let’s boost Solana together!",https://www.solyrae.com
9gFxqsXbFyrKXUkqpAatonn47uYZ7sEZSnMxhzQoXrUJ,48oxpSHQkM4sdXUY9NQ8KnEtebzZbyk8uUT7JRdVQNuf,LUX8 Validator,67,260981.30393962102,0.06,0.0161,0,True,0.0,3.1.13,False,0.0,0.0,99.53,100.0,96.11,False,162.0,794,Toronto,Canada,AS20473,"Vultr Holdings, LLC",2.98,64.130.54.138,1.12,3.99,956,6.02,5.97,0.11,6.08,> High-performance validator for serious stakers,https://lux8.net
4XspXDcJy3DWZsVdaXrt8pE1xhcLpXDKkhj9XyjmWWNy,9sWYTuuR4s12Q4SuSfo5CfWaFggQwA6Z8pf8dWowN5rk,"Ubik Capital - 0% Fee, MEV",68,321374.04025027103,0.08,0.0198,0,True,0.0,3.1.13,False,0.0,0.0,99.5,100.0,95.99,False,43.0,913,Strasbourg,France,AS16276,OVH SAS,6.41,64.130.57.242,5.96,0.15,956,6.02,5.99,0.11,6.1,"Ubik Capital secures major proof of stake networks and is a trusted staking provider with years of industry experience. By delegating to us, you agree to the Terms of Service at: https://ubik.capital",https://ubik.capital
BoNKmNCGvoHS4CkKvYRnF21iEpUP827pZjhFGdA4t5as,BoNKvwirX136zCjcnayEM4W82vn13RKkjm1Sy3UPBdim,BONK,69,346518.461467369,0.08,0.0213,0,True,800.0,3.1.13,False,0.0,0.0,98.96,99.97,95.88,False,755.0,201,New York,United States,AS29802,Hivelocity Ventures Corp,0.92,64.130.35.74,4.55,1.0,956,6.0,6.04,0.1,6.14,"BONK validator, stake and support the BONK ecosystem",https://bonkdao.com
PAWsME7oYbjt5TRNc11mBa33JhKnQr9AYherdr9YAZ6,3ZUQekqiZoybB57y49eqtvSaoonqDwuNbeqEGwN88JkQ,Paws🐾 0% Fee/MEV,70,195972.32683233303,0.05,0.0121,0,True,0.0,3.1.13,False,0.0,0.0,99.53,100.0,95.86,False,727.0,229,Shinagawa,Japan,AS395201,Allnodes Inc.,6.62,202.8.9.194,3.54,2.75,956,6.02,6.05,0.11,6.16,Empowering Paw-some Fur-tastic Solana,https://www.paws-validator.xyz/
uEhHSnCXvWgtgvVaYscPHjG13G3peMmngQQ2ghC54i3,5K8qgC9nHzKHSSyo9fKLsMfYmavYdMgEaYx86cMmVKVv,Satellite Staking,71,173214.48203344902,0.04,0.0107,0,True,0.0,3.1.12,False,0.0,0.0,99.5,100.0,95.8,False,24.0,932,Piscataway Township,United States,AS20473,"Vultr Holdings, LLC",3.0,64.130.35.74,4.59,0.38,956,6.02,6.04,0.11,6.15,,https://solana.com/
EWARp8Syq8cTWGWHtP5LT9fKAn5GvXfSCH8LfAwpgQ6m,4BVYjw1ztUzUPsxsaCheWWwThT2X4rjogZytGnuWPUGg,SOLrainDrops,72,117716.21330571901,0.03,0.0072,0,True,0.0,3.1.10,False,0.0,0.0,99.35,100.0,95.69,False,399.0,557,Toronto,Canada,AS20473,"Vultr Holdings, LLC",3.02,64.130.35.74,4.61,4.02,956,6.02,6.0,0.11,6.11,"High-performance Solana validator with a responsible approach, delivering strong performance for optimal returns. Everything is always under control. 'I just do my job.'",https://www.solraindrops.com
mXv18ov8qCiQGs3ieoen981LdgZzYJjJak6reK6fpNC,Mxv1Ubm71XoUvxrN3qjN8ii6Bh5b43NuuKywsWx6ox2,MX Validator,73,205975.10343131202,0.05,0.0127,0,True,1000.0,3.1.13,False,0.0,0.0,99.28,99.98,95.67,False,636.0,320,New York,United States,AS396356,Latitude.sh,7.49,69.67.151.75,0.0,1.03,956,6.02,5.95,0.1,6.05,Validator focused on optimizing block-packing and maximizing returns,https://github.com/mxval
3B2mGaZoFwzAnWCoZ4EAKdps4FbYbDKQ48jo8u1XWynU,edu1fZt5i82cFm6ujUoyXLMdujWxZyWYC8fkydWHRNT,Low Fee Validation TOP API 🔥,74,264646.096149087,0.06,0.0163,2,True,0.0,3.1.13,False,0.0,0.0,99.68,100.0,95.6,False,44.0,912,Seville,Spain,AS39020,Comvive Servidores S.L.,0.0,77.81.119.170,0.0,0.0,956,5.9,5.92,0.11,6.03,🔐 Security-first validator focused on maximum performance and APY. Operating since the early days of Solana with proven reliability and infrastructure.,https://lowfeevalidation.com
FyrwfMaomErzqrFUXMjCJ7mA4u81DsiDdrzC3MJD6d4j,1Dadio3JRvpEjY6iSmXmhbGy9RiU8Nxh2GmoVbNusbE,1dad | Solfège,75,366774.155391091,0.09,0.0226,0,True,0.0,3.1.13,False,0.0,0.0,99.52,100.0,95.4,False,552.0,404,Singapore,Singapore,AS20473,"The Constant Company, LLC",2.96,198.13.130.10,2.38,3.15,956,6.02,6.05,0.11,6.16,"Dad of three, stepdad to four more, full-time parent and crypto enthusiast running Solana to feed the family on a budget. Support us by staking! ❤️",https://1dad.io
CTwsruptUccEtZGNxBDbuusHYxkBX3P6ndrxVjSG213y,Fhks5gukimP6vxKYbRY4V1aw888EgHhpdDSscD9V6bub,CryptoVik,76,103508.617088886,0.02,0.0064,0,True,0.0,3.1.13,False,0.0,0.0,99.71,100.0,95.35,False,389.0,567,Singapore,Singapore,AS216444,Dedicated Servers,0.11,198.13.130.10,2.45,3.21,956,6.02,5.97,0.11,6.08,"CryptoVik is an experienced Solana validator offering top-tier performance for maximized rewards. With 100% uptime, secure infrastructure, and an eco-friendly data center, staking with CryptoVik is both profitable and reliable.",https://cryptovik.info
6c6RrC9TWNgiVXnbZ6hehNuhyh81pZK1yAj5w2nXZTwi,5eJQDSbgTZSEmH3zSWDEdAKgjavUUn9BkouCFNLz1x93,Ivy Oracle,77,255337.30270070702,0.06,0.0157,0,True,0.0,3.1.11,False,0.0,0.0,99.34,100.0,95.24,False,703.0,253,Shinagawa,Japan,AS395201,Allnodes Inc.,6.6,151.123.174.50,0.0,2.73,956,6.02,6.04,0.11,6.15,"Making the ecosystem easier to explore through open tools, transparent infrastructure, and educational content for all.",https://ivyoracle.com/
8aySXUFrqJz5kath6aVijrkBH8ZtxMWJGhYXwYBpKmHK,A7uqmajxP3NdzbYDXiGQRGTL8d3dZ5pjS4kR9NTZcxtg,L0vd 0% fee +MEV,78,96470.359417258,0.02,0.0059,0,True,0.0,3.1.13,False,0.0,0.0,99.53,100.0,95.16,False,354.0,602,Oslo,Norway,AS34989,Servetheworld AS,0.15,64.130.57.242,6.02,0.15,956,6.02,5.94,0.11,6.05,Professional validating and staking services provider. More than 50 networks contributed. TOP APY. With L0ve.,https://l0vd.com
GREEDkgav1ox1jYyd9Anv6exLqKV2vYnxMw5prGwmNKc,GREEDkpTvpKzcGvBu9qd36yk6BfjTWPShB67gLWuixMv,GREED Academy - funding education,79,592717.788200616,0.14,0.0365,0,True,0.0,3.1.13,False,0.0,0.0,99.5,100.0,95.11,False,593.0,363,Salt Lake City,United States,AS46475,"Limestone Networks, Inc.",0.28,198.13.132.26,0.41,0.19,956,6.02,6.02,0.11,6.13,"GREED Validator is dedicated to using all the profits to fund and help public good initiatives on Solana, primarily education focused. Ran by Voshy and powered by triton.one",https://greed.academy
MagiCBYNPD9iTBXqiFybAFCREQzG6MSM4LmFLXQZxuV,magiCChVWbehZ1e3XqQfLh164yUfQ8LnRWgSP9i4oFp,Magic Eden Validator,80,206388.850332631,0.05,0.0127,0,True,1000.0,3.1.13,False,0.0,0.0,99.5,100.0,95.09,False,829.0,127,Singapore,Singapore,AS396356,Latitude.sh,7.49,198.13.130.10,2.42,3.18,956,6.02,6.05,0.1,6.15,This 0% commission validator operated by Magic Eden is a community-first validator. 100% of revenue generated from its operation goes to support ME stakers. Earn on your meSOL and on your ME by staking with Magic Eden.,https://MagicEden.io/
9Wmaz9VPpEnH67ZqrvYd9bcH66DtsGaEKcSQE1ac5wkf,3Z1N2Fkfha4ThNiRwN8RnU6U8dkFJ92DH2TFyLWJf8cj,LumLabs,81,206879.106052932,0.05,0.0127,0,True,0.0,3.1.13,False,0.0,0.0,99.5,100.0,95.09,False,214.0,742,Singapore,Singapore,AS396356,Latitude.sh,7.49,198.13.130.10,2.42,3.18,956,6.02,5.91,0.11,6.02,"Solana's leading validator service, development and talent hub",https://lumlabs.io/
Cu9Ls6dsTL6cxFHZdStHwVSh1uy2ynXz8qPJMS5FRq86,5iJDEVRi1nMLwKAWhYbEokZnvBAe15rgFaHGkggVEP9z,Stardust Staking - 0% fee forever + MEV 0% fee,82,499648.72056630504,0.12,0.0308,0,True,0.0,3.1.13,False,0.0,0.0,99.71,100.0,94.97,False,146.0,810,Singapore,Singapore,AS46475,"Limestone Networks, Inc.",0.3,198.13.130.10,2.35,3.11,956,6.02,5.95,0.11,6.06,"Stardust Staking is a low fee, reputable and trusted non-custodial provider on Proof-of-Stake protocols and developer of dApps",https://starduststaking.com
5ysfTZ42VT1TjnjzQShZSrix7wdVtjXwssocSeYKDs5d,ExYX8UKQTCf2VPtV9jbfqikeTV6tPfhzauJ896o91wtj,LEVMA - 0% fee,83,158696.95057664,0.04,0.0098,0,True,0.0,3.1.13,False,0.0,0.0,99.35,99.91,94.88,False,776.0,180,Piscataway Township,United States,AS20473,"Vultr Holdings, LLC",3.01,64.130.35.74,4.6,0.38,956,6.02,6.05,0.11,6.16,Professional validator offers industry-leading infrastructure and expertise to maximize your staking rewards,https://levma.pro
simpRo1FrQYGa1moicfgnPDp6KyE38d4gYrZzhjXYJb,Simpj3KyRQmpRkXuBvCQFS7DBBG6vqw93SkZb9UD1hp,Simpdigit,84,123668.496870221,0.03,0.0076,0,True,0.0,3.1.13,False,0.0,0.0,99.64,100.0,94.88,False,488.0,468,Singapore,Singapore,AS396356,Latitude.sh,7.51,198.13.130.10,2.44,3.2,956,6.02,6.05,0.11,6.16,"High APY on digitSOL, leverage up to 10x on Loopscale and 7.7x on Kamino. Soon PSR (Protected Stake Rewards)",https://simpdigit.com
JC7bH7HSZoDhwggBXtRF31cVt71WiizY2J6YDDQfG5er,6hkfqeNAbURk7CmAQsP4Qm6WwHVF4LxHupEvQf7Tkrf1,Valid Blocks,85,116881.96530884401,0.03,0.0072,0,True,0.0,3.1.13,False,0.0,0.0,99.71,100.0,94.78,False,154.0,802,Shinagawa,Japan,AS395201,Allnodes Inc.,6.64,202.8.9.194,3.55,2.76,956,6.02,6.04,0.11,6.15,"Valid Blocks helps you, the investor, increase your cryptocurrency assets by participating in staking.",https://validblocks.com
4QNekaDqrLmUENqkVhGCJrgHziPxkX9kridbKwunx9su,GNZ1PAAS33davY4Q1BMEpZEpVBtRtGvSpcTH5wYVkkVt,Stakeconomy 🚀 Jito MEV + Triton.One,86,120005.78143931401,0.03,0.0074,2,True,200.0,3.1.13,False,0.0,0.0,99.5,100.0,94.52,False,174.0,782,Luxembourg City,Luxembourg,AS7979,SERVERS COM LUX1,3.4,63.254.166.74,6.67,0.0,956,5.9,5.83,0.11,5.94,Get more MEV rewards with Jito MEV and Triton.One PTC rev share (after KYC). Experienced Validator located in the Netherlands. We run optimized systems to provide for the highest APY. Performance metrics at http://metrics.stakeconomy.com,https://www.stakeconomy.com
D1Vbgkrhp1TmLGhfUD1urRMx5Ntz9AqQpgdX8DR8QMC1,gfR2VCrsVcm1gF2teasQpP6BdX99mVVFhEQck3UhTNC,Next Finance Tech,87,108423.889347331,0.03,0.0067,0,True,0.0,3.1.13,False,0.0,0.0,99.71,100.0,94.47,False,836.0,120,Shibuya City,Japan,AS396356,Latitude.sh,7.52,67.213.123.1,0.0,0.5,956,6.02,6.05,0.11,6.16,Japan's leading staking service provider under a Nasdaq-listed group.,https://nxt-fintech.com
2nhGaJvR17TeytzJVajPfABHQcAwinKoCG8F69gRdQot,mNyQrNRYAuL2CwNCGmCsmwj9EcG88Sf8hs5rCirZaUr,WinStake Labs,88,97574.19670588401,0.02,0.006,0,True,0.0,3.1.13,False,0.0,0.0,99.32,100.0,94.4,False,355.0,601,Santa Clara,United States,AS20473,"The Constant Company, LLC",3.02,198.13.132.26,0.53,0.09,956,6.02,6.05,0.11,6.16,Your new story begins here. Only SOL matters.,http://winstakelabs.com
2AKKnirWVZMhnzuwqpizw9SwfZjGpRFLx2zCCNtPWpbc,CHiaohVV2SQCFhiYP73iQzWT6HxnZqnAZJJqAYTeLAo,The Chimpions,89,115982.89857347801,0.03,0.0071,0,True,0.0,3.1.13,False,0.0,0.0,99.71,100.0,94.02,False,741.0,215,Singapore,Singapore,AS396356,Latitude.sh,7.52,198.13.130.10,2.44,3.2,956,6.02,6.03,0.11,6.14,Chimpions love solana and art,https://chimpions.co/
4SsMncJdtKiUcDtukkX15mqei7WiuQ9yvRtQrQW4reWC,5s3vajJvaAbabQvxFdiMfg14y23b2jvK6K2Mw4PYcYK,Quicknode,90,665093.0227463511,0.16,0.041,0,True,0.0,3.1.13,False,0.0,0.0,99.5,99.99,93.73,False,655.0,301,New York,United States,AS46475,"Limestone Networks, Inc.",0.26,64.130.35.74,4.48,0.92,956,6.02,6.03,0.11,6.14,"🚀 Accelerating Web3 with lightning-fast Solana infrastructure ⚡️ BAM-enabled 🛡️ 0% commission! 🔐 SOC 1 Type 2, SOC 2 Type 2, ISO 27001 Certified.",https://www.quicknode.com/
c3rtoMCHSbFrLRTAdw4iRowKSn4BrDtvSPbuyJwkHwx,AuBB9st3RqhHBkzZgBSm6SVnHZNJQSHeBWCSkik4bzdA,Latitude.sh,91,166045.78274466802,0.04,0.0102,2,True,0.0,3.1.13,False,0.0,0.0,99.68,100.0,93.63,False,301.0,655,São Paulo,Brazil,AS396356,Latitude.sh,7.5,103.14.27.43,0.0,0.75,956,5.9,5.91,0.11,6.02,"Professional high-performance validator, 0% commission, redistributing MEV to our stakers, NO BAD MEV (we run Paladin)",https://www.latitude.sh
6XKqyUVUcpe3CNucjF6gk5zonJDqNGvob6kaTy4Ps1U,SKRuTecmFDZHjs2DxRTJNEK7m7hunKGTWJiaZ3tMVVA,Solana Mobile Validator,92,710217.9982026011,0.17,0.0437,0,True,0.0,3.1.13,False,0.0,0.0,99.68,100.0,93.54,False,785.0,171,Dallas,United States,AS60068,CDN DAL,1.85,141.98.218.181,0.06,0.11,956,6.02,6.05,0.11,6.16,"Solana Mobile Inc. is a mobile technology company developing mobile software and devices, including the newly announced Solana Seeker.",https://solanamobile.com/
8augxYLUge2iWmitQMwbcBL5VQEpsM6aJdRofhwpnzyw,o27rnqfNHPwHsRp2xPXXwWzn2q2dGxn6UD4Rt5KMU5h,Stake.Cake,93,91441.965942441,0.02,0.0056,0,True,0.0,3.1.13,False,0.0,0.0,99.35,100.0,93.49,False,393.0,563,Tokyo,Japan,AS206264,AMARUTU JP1,1.36,202.8.9.194,3.56,1.24,956,6.02,6.05,0.11,6.16,"Stake.Cake offers zero commission fees, maximizing your rewards with top-tier hardware to ensure consistent uptime.",https://stakecake.com
LitxAVo3RnYXD2sX1TyRJxfnKy48amXgyGiysPZjZwE,D7WodK26tETSqyWBW35vvMGfige9afLEyTsm1Pvvropd,Litx - 0% Commission,94,105808.24619211201,0.02,0.0065,0,True,0.0,3.1.11,False,0.0,0.0,99.71,100.0,93.34,False,328.0,628,Rotterdam,Netherlands,AS214783,DedicatedNodes,0.85,63.254.166.74,6.68,0.77,956,6.02,6.05,0.11,6.16,"The performant, secure, glorious Litx validator for Solana",https://litx.tech
EN5F2BU5juUEWr9zRNNqKuQMi9zBUY1YLPHV5EyMrvnW,9ymU1ayh9mZVyDL4dUUtXKtX1wCaFNzZPGutLJgqzuC1,SunshineVR,95,182469.356036524,0.04,0.0112,0,True,0.0,3.1.13,False,0.0,0.0,99.36,100.0,92.99,False,694.0,262,London,United Kingdom,AS396356,Latitude.sh,7.5,64.130.46.2,1.08,8.45,956,6.02,6.04,0.11,6.15,Validator & On-chain Registry for Institutional Projects.,https://sunshinevr.io
7PpXQgDb9eCHN1Uudgi77Wm89cRz4T85YgDw83qvaJXd,B8Jud6Mqv1FSKpjBM2hPBqoPhGMAciX2UqR9WcepDF7F,Nodance 💃 00,96,89072.950065425,0.02,0.0055,0,True,0.0,3.1.13,False,0.0,0.0,99.35,100.0,92.87,False,776.0,180,Tokyo,Japan,AS20473,"Vultr Holdings, LLC",3.02,202.8.9.194,3.56,1.24,956,6.02,6.05,0.11,6.16,Stability in Every Step. Keeping Blockchains in Perfect Rhythm with Nodance Validator.,https://nodance.pro
EQhTjikb1L2jvxsCaSW2o2TuRXh4Do6HzBEWCxpeM44W,Eajfs6oXGGkvjYsxkQZZJcDCLLkUajaHizfgg2xTsqyd,JM,97,279263.711537807,0.07,0.0172,0,True,10000.0,3.1.12,False,0.0,0.0,99.5,99.89,92.86,False,549.0,407,Warsaw,Poland,AS20473,"The Constant Company, LLC",2.98,70.34.247.7,0.0,0.2,956,6.02,6.03,0.0,6.03,JM,https://www.google.com/
7knvB4bbqHCKuNp3ef2hJWdwqoH6WAUi55NQt6LdRfkx,D4mLBafAJjpRABT5Tyj6UhuwJ8DLRk74JzyuTMUdU9Fz,AutoStake ⚡️ 0% fee,98,106923.132147276,0.03,0.0066,0,True,0.0,3.1.10,False,0.0,0.0,99.33,99.9,92.82,False,477.0,479,Warsaw,Poland,AS201814,Cogent Communications,0.0,64.130.57.242,6.02,0.24,956,6.02,6.03,0.11,6.14,BareMetal - Decentralised - Reliable infrastructure run by the industry leader - AutoStake - Connect with us at: https://linktr.ee/autostake,https://autostake.com
4YGgmwyqztpJeAi3pzHQ4Gf9cWrMHCjZaWeWoCK6zz6X,8jxSHbS4qAnh5yueFp4D9ABXubKqMwXqF3HtdzQGuphp,Chainlayer,99,76078.741661652,0.02,0.0047,0,True,0.0,3.1.10,False,0.0,0.0,99.35,100.0,92.54,False,80.0,876,Oslo,Norway,AS34989,Servetheworld AS,0.16,64.130.57.242,6.02,0.16,956,6.02,6.05,0.11,6.16,Secure and reliable validator. TG: https://t.me/chainlayer,https://chainlayer.io
rssaJ2iKcE9QWsFYRZr8Q66TQh5bRk9DxYrzxGMzWQr,RSSAw6n7Tvqi5iJc2xvHMfk1bhx47GVqj2pj1bq5NUq,RSSA validator,100,83129.53833212401,0.02,0.0051,0,True,0.0,3.1.13,False,0.0,0.0,99.53,100.0,92.48,False,716.0,240,Tokyo,Japan,AS206264,AMARUTU JP1,1.36,202.8.9.194,3.56,1.24,956,6.02,6.05,0.11,6.16,Solana High-Performance Validator,https://www.rssa.net
